	"output/RSEM/NGS128_S21.isoforms.results"	"output/RSEM/NGS130_S23.isoforms.results"
"CCDS21122.1|Mm108|chr7"	0.00	0.00
"CCDS28189.1|Mm108|chr16"	0.00	0.00
"CCDS19835.1|Mm108|chr5"	0.00	0.00
"CCDS24704.1|Mm108|chr11"	0.00	0.00
"CCDS56769.1|Mm108|chr11"	0.00	0.00
"CCDS70188.1|Mm108|chr11"	0.00	0.00
"CCDS27247.1|Mm108|chr14"	0.00	0.00
"CCDS24875.1|Mm108|chr11"	0.00	0.00
"CCDS28126.1|Mm108|chr16"	0.00	0.00
"CCDS22964.1|Mm108|chr9"	0.00	0.00
"CCDS26949.1|Mm108|chr14"	0.00	0.00
"CCDS22573.1|Mm108|chr8"	0.00	0.00
"CCDS15088.1|Mm108|chr1"	0.00	0.00
"CCDS17321.1|Mm108|chr3"	0.00	0.00
"CCDS50895.1|Mm108|chr3"	0.00	0.00
"CCDS79900.1|Mm108|chr3"	0.00	0.00
"CCDS19608.1|Mm108|chr5"	0.00	0.00
"CCDS48856.1|Mm108|chr11"	0.00	0.00
"CCDS20024.1|Mm108|chr6"	0.00	0.00
"CCDS23284.1|Mm108|chr9"	0.00	0.00
"CCDS28629.1|Mm108|chr17"	0.00	0.00
"CCDS20420.1|Mm108|chr6"	0.00	0.00
"CCDS20421.1|Mm108|chr6"	0.00	0.00
"CCDS90101.1|Mm108|chr6"	0.00	0.00
"CCDS90102.1|Mm108|chr6"	0.00	0.00
"CCDS20125.1|Mm108|chr6"	0.00	0.00
"CCDS80531.1|Mm108|chr6"	0.00	0.00
"CCDS20228.1|Mm108|chr6"	0.00	0.00
"CCDS39548.1|Mm108|chr6"	0.00	0.00
"CCDS28826.2|Mm108|chr17"	0.00	0.00
"CCDS28827.2|Mm108|chr17"	0.00	70.00
"CCDS25358.1|Mm108|chr11"	0.00	0.00
"CCDS38545.1|Mm108|chr3"	0.00	0.00
"CCDS22014.1|Mm108|chr7"	0.00	0.00
"CCDS19521.1|Mm108|chr5"	0.00	0.00
"CCDS80356.1|Mm108|chr5"	0.00	0.00
"CCDS39094.1|Mm108|chr5"	0.00	0.00
"CCDS71593.1|Mm108|chr5"	0.00	0.00
"CCDS80287.1|Mm108|chr5"	0.00	0.00
"CCDS24806.1|Mm108|chr11"	0.00	0.00
"CCDS17428.1|Mm108|chr3"	0.00	0.00
"CCDS24458.1|Mm108|chr11"	0.00	0.00
"CCDS14807.1|Mm108|chr1"	0.00	0.00
"CCDS48213.1|Mm108|chr1"	0.00	0.00
"CCDS69859.1|Mm108|chr1"	0.00	0.00
"CCDS17466.1|Mm108|chr3"	0.00	0.00
"CCDS84451.1|Mm108|chr19"	0.00	0.00
"CCDS84452.1|Mm108|chr19"	0.00	0.00
"CCDS84453.1|Mm108|chr19"	0.00	0.00
"CCDS20591.1|Mm108|chr6"	0.00	0.00
"CCDS27999.1|Mm108|chr16"	0.00	0.00
"CCDS15263.1|Mm108|chr1"	0.00	0.00
"CCDS78673.1|Mm108|chr1"	0.00	0.00
"CCDS20323.1|Mm108|chr6"	0.00	0.00
"CCDS35615.1|Mm108|chr1"	0.00	0.00
"CCDS25848.1|Mm108|chr12"	0.00	0.00
"CCDS39589.1|Mm108|chr6"	0.00	0.00
"CCDS51870.1|Mm108|chr6"	0.00	0.00
"CCDS37009.1|Mm108|chr14"	0.00	0.00
"CCDS37010.1|Mm108|chr14"	0.00	0.00
"CCDS49566.1|Mm108|chr14"	0.00	0.00
"CCDS21160.1|Mm108|chr7"	0.00	0.00
"CCDS17784.1|Mm108|chr3"	0.00	0.00
"CCDS51057.1|Mm108|chr3"	0.00	0.00
"CCDS41194.1|Mm108|chrX"	0.00	0.00
"CCDS53234.1|Mm108|chrX"	0.00	0.00
"CCDS53235.1|Mm108|chrX"	0.00	0.00
"CCDS40427.1|Mm108|chr8"	0.00	0.00
"CCDS37237.1|Mm108|chr15"	0.00	0.00
"CCDS17142.1|Mm108|chr2"	0.00	0.00
"CCDS50813.1|Mm108|chr2"	0.00	0.00
"CCDS29736.1|Mm108|chr19"	0.00	0.00
"CCDS21102.1|Mm108|chr7"	0.00	0.00
"CCDS38164.1|Mm108|chr2"	0.00	0.00
"CCDS36552.1|Mm108|chr12"	0.00	0.00
"CCDS36553.1|Mm108|chr12"	0.00	0.00
"CCDS70419.1|Mm108|chr12"	0.00	0.00
"CCDS25765.1|Mm108|chr11"	0.00	0.00
"CCDS39319.2|Mm108|chr5"	0.00	0.00
"CCDS16853.1|Mm108|chr2"	0.00	0.00
"CCDS28860.1|Mm108|chr17"	0.00	0.00
"CCDS84319.1|Mm108|chr17"	0.00	0.00
"CCDS28861.1|Mm108|chr17"	0.00	0.00
"CCDS17108.1|Mm108|chr2"	0.00	0.00
"CCDS25620.1|Mm108|chr11"	0.00	0.00
"CCDS48979.1|Mm108|chr11"	0.00	0.00
"CCDS24292.1|Mm108|chr10"	0.00	0.00
"CCDS88116.1|Mm108|chr10"	0.00	0.00
"CCDS37501.1|Mm108|chr17"	0.00	0.00
"CCDS19276.1|Mm108|chr5"	0.00	0.00
"CCDS51840.1|Mm108|chr6"	0.00	0.00
"CCDS37538.1|Mm108|chr17"	0.00	0.00
"CCDS17021.1|Mm108|chr2"	0.00	0.00
"CCDS23193.1|Mm108|chr9"	0.00	0.00
"CCDS23092.1|Mm108|chr9"	0.00	0.00
"CCDS17189.1|Mm108|chr2"	0.00	0.00
"CCDS50841.1|Mm108|chr2"	0.00	0.00
"CCDS37252.1|Mm108|chr16"	0.00	0.00
"CCDS49024.1|Mm108|chr12"	0.00	0.00
"CCDS29955.1|Mm108|chrX"	0.00	0.00
"CCDS20197.1|Mm108|chr6"	0.00	0.00
"CCDS35741.1|Mm108|chr1"	0.00	0.00
"CCDS27333.1|Mm108|chr14"	0.00	0.00
"CCDS19989.1|Mm108|chr6"	0.00	0.00
"CCDS27099.1|Mm108|chr14"	0.00	0.00
"CCDS57130.1|Mm108|chr19"	0.00	0.00
"CCDS89310.1|Mm108|chr19"	0.00	0.00
"CCDS24074.1|Mm108|chr10"	0.00	0.00
"CCDS25700.1|Mm108|chr11"	0.00	0.00
"CCDS26586.1|Mm108|chr13"	0.00	0.00
"CCDS26063.1|Mm108|chr12"	0.00	0.00
"CCDS50696.1|Mm108|chr2"	0.00	0.00
"CCDS19173.1|Mm108|chr5"	0.00	0.00
"CCDS29103.1|Mm108|chr18"	0.00	0.00
"CCDS39583.1|Mm108|chr6"	0.00	0.00
"CCDS39584.1|Mm108|chr6"	0.00	0.00
"CCDS16689.1|Mm108|chr2"	0.00	0.00
"CCDS50700.1|Mm108|chr2"	0.00	0.00
"CCDS29315.1|Mm108|chr18"	0.00	0.00
"CCDS24184.1|Mm108|chr10"	0.00	0.00
"CCDS29584.1|Mm108|chr19"	0.00	0.00
"CCDS20733.1|Mm108|chr7"	0.00	0.00
"CCDS39316.1|Mm108|chr5"	0.00	0.00
"CCDS20677.1|Mm108|chr6"	0.00	0.00
"CCDS27035.1|Mm108|chr14"	0.00	0.00
"CCDS18514.1|Mm108|chr4"	0.00	0.00
"CCDS29466.1|Mm108|chr19"	0.00	0.00
"CCDS50358.1|Mm108|chr19"	0.00	0.00
"CCDS49532.1|Mm108|chr14"	0.00	0.00
"CCDS41098.1|Mm108|chrX"	0.00	0.00
"CCDS18693.1|Mm108|chr4"	0.00	0.00
"CCDS27202.1|Mm108|chr14"	0.00	0.00
"CCDS23117.1|Mm108|chr9"	0.00	0.00
"CCDS72222.1|Mm108|chr9"	0.00	0.00
"CCDS39962.1|Mm108|chr7"	0.00	0.00
"CCDS71968.1|Mm108|chr7"	0.00	0.00
"CCDS17302.1|Mm108|chr3"	0.00	25.88
"CCDS50888.1|Mm108|chr3"	0.00	0.00
"CCDS50889.1|Mm108|chr3"	0.00	0.00
"CCDS79893.1|Mm108|chr3"	0.00	0.00
"CCDS79894.1|Mm108|chr3"	0.00	32.12
"CCDS20151.1|Mm108|chr6"	0.00	0.00
"CCDS39480.1|Mm108|chr6"	0.00	0.00
"CCDS85041.1|Mm108|chr6"	0.00	0.00
"CCDS85042.1|Mm108|chr6"	0.00	0.00
"CCDS39499.1|Mm108|chr6"	0.00	0.00
"CCDS51868.1|Mm108|chr6"	0.00	0.00
"CCDS29228.1|Mm108|chr18"	0.00	0.00
"CCDS29419.1|Mm108|chr19"	0.00	0.00
"CCDS20432.1|Mm108|chr6"	0.00	0.00
"CCDS85126.1|Mm108|chr6"	0.00	0.00
"CCDS85127.1|Mm108|chr6"	0.00	0.00
"CCDS85128.1|Mm108|chr6"	0.00	0.00
"CCDS36675.1|Mm108|chr13"	0.00	0.00
"CCDS22634.1|Mm108|chr8"	0.00	0.00
"CCDS36293.1|Mm108|chr11"	0.00	0.00
"CCDS28204.1|Mm108|chr16"	0.00	0.00
"CCDS28205.1|Mm108|chr16"	0.00	0.00
"CCDS28206.1|Mm108|chr16"	0.00	0.00
"CCDS18244.1|Mm108|chr4"	0.00	0.00
"CCDS19010.1|Mm108|chr4"	0.00	0.00
"CCDS39063.1|Mm108|chr5"	0.00	0.00
"CCDS35992.1|Mm108|chr10"	0.00	0.00
"CCDS22742.1|Mm108|chr8"	0.00	0.00
"CCDS17816.1|Mm108|chr3"	0.00	0.00
"CCDS26832.1|Mm108|chr14"	0.00	0.00
"CCDS88581.1|Mm108|chr14"	0.00	0.00
"CCDS39258.1|Mm108|chr5"	0.00	0.00
"CCDS80396.1|Mm108|chr5"	0.00	0.00
"CCDS80397.1|Mm108|chr5"	0.00	0.00
"CCDS80398.1|Mm108|chr5"	0.00	0.00
"CCDS80399.1|Mm108|chr5"	0.00	0.00
"CCDS80400.1|Mm108|chr5"	0.00	0.00
"CCDS40348.1|Mm108|chr8"	0.00	0.00
"CCDS16669.1|Mm108|chr2"	0.00	0.00
"CCDS36819.1|Mm108|chr14"	0.00	0.00
"CCDS23750.1|Mm108|chr10"	0.00	0.00
"CCDS24634.1|Mm108|chr11"	0.00	0.00
"CCDS83800.1|Mm108|chr11"	0.00	0.00
"CCDS14811.1|Mm108|chr1"	0.00	0.00
"CCDS16413.1|Mm108|chr2"	0.00	0.00
"CCDS22616.1|Mm108|chr8"	0.00	0.00
"CCDS17649.1|Mm108|chr3"	0.00	0.00
"CCDS17955.1|Mm108|chr4"	0.00	0.00
"CCDS15780.1|Mm108|chr2"	0.00	0.00
"CCDS41078.1|Mm108|chrX"	18328.00	4.00
"CCDS37734.1|Mm108|chr18"	0.00	0.00
"CCDS37735.1|Mm108|chr18"	0.00	0.00
"CCDS41176.1|Mm108|chrX"	0.00	0.00
"CCDS25871.1|Mm108|chr12"	0.00	0.00
"CCDS29731.1|Mm108|chr19"	0.00	0.00
"CCDS38127.1|Mm108|chr2"	0.00	0.00
"CCDS16794.1|Mm108|chr2"	0.00	0.00
"CCDS19820.1|Mm108|chr5"	0.00	0.00
"CCDS36450.1|Mm108|chr12"	0.00	0.00
"CCDS37214.1|Mm108|chr15"	0.00	0.00
"CCDS84193.1|Mm108|chr15"	0.00	0.00
"CCDS22906.1|Mm108|chr9"	0.00	0.00
"CCDS52736.1|Mm108|chr9"	0.00	0.00
"CCDS25963.1|Mm108|chr12"	0.00	0.00
"CCDS49083.1|Mm108|chr12"	0.00	0.00
"CCDS16936.1|Mm108|chr2"	0.00	0.00
"CCDS25130.1|Mm108|chr11"	0.00	0.00
"CCDS48861.1|Mm108|chr11"	0.00	0.00
"CCDS48862.1|Mm108|chr11"	0.00	0.00
"CCDS88206.1|Mm108|chr11"	0.00	0.00
"CCDS15192.1|Mm108|chr1"	0.00	0.00
"CCDS22365.1|Mm108|chr8"	0.00	0.00
"CCDS19604.1|Mm108|chr5"	0.00	0.00
"CCDS24626.1|Mm108|chr11"	0.00	0.00
"CCDS78937.1|Mm108|chr11"	0.00	0.00
"CCDS88150.1|Mm108|chr11"	0.00	0.00
"CCDS25345.1|Mm108|chr11"	0.00	0.00
"CCDS23340.1|Mm108|chr9"	0.00	0.00
"CCDS52859.1|Mm108|chr9"	0.00	0.00
"CCDS90623.1|Mm108|chr9"	0.00	0.00
"CCDS39945.1|Mm108|chr7"	0.00	0.00
"CCDS71955.1|Mm108|chr7"	0.00	0.00
"CCDS30095.1|Mm108|chrX"	0.00	0.00
"CCDS36924.1|Mm108|chr14"	0.00	0.00
"CCDS36756.1|Mm108|chr13"	0.00	0.00
"CCDS21800.1|Mm108|chr7"	0.00	0.00
"CCDS27569.1|Mm108|chr15"	0.00	0.00
"CCDS26794.1|Mm108|chr13"	0.00	0.00
"CCDS19247.1|Mm108|chr5"	0.00	0.00
"CCDS29098.1|Mm108|chr18"	0.00	0.00
"CCDS17253.1|Mm108|chr3"	0.00	0.00
"CCDS38499.2|Mm108|chr3"	0.00	0.00
"CCDS57223.1|Mm108|chr3"	0.00	0.00
"CCDS79961.1|Mm108|chr3"	0.00	0.00
"CCDS89659.1|Mm108|chr3"	0.00	0.00
"CCDS26744.1|Mm108|chr13"	0.00	0.00
"CCDS79232.1|Mm108|chr13"	0.00	0.00
"CCDS79233.1|Mm108|chr13"	0.00	0.00
"CCDS79234.1|Mm108|chr13"	0.00	0.00
"CCDS37300.1|Mm108|chr16"	0.00	0.00
"CCDS49799.1|Mm108|chr16"	0.00	0.00
"CCDS24011.1|Mm108|chr10"	0.00	0.00
"CCDS83727.1|Mm108|chr10"	0.00	0.00
"CCDS17008.1|Mm108|chr2"	0.00	0.00
"CCDS23479.1|Mm108|chr9"	0.00	0.00
"CCDS35946.2|Mm108|chr10"	0.00	0.00
"CCDS83716.1|Mm108|chr10"	0.00	0.00
"CCDS23133.1|Mm108|chr9"	0.00	0.00
"CCDS15332.1|Mm108|chr1"	0.00	0.00
"CCDS78695.1|Mm108|chr1"	0.00	0.00
"CCDS16009.1|Mm108|chr2"	0.00	0.00
"CCDS15507.1|Mm108|chr1"	0.00	0.00
"CCDS21811.1|Mm108|chr7"	0.00	0.00
"CCDS23640.1|Mm108|chr9"	0.00	0.00
"CCDS15447.1|Mm108|chr1"	0.00	0.00
"CCDS17861.1|Mm108|chr3"	0.00	0.00
"CCDS51075.1|Mm108|chr3"	0.00	0.00
"CCDS51668.1|Mm108|chr5"	0.00	0.00
"CCDS80433.1|Mm108|chr5"	0.00	0.00
"CCDS80434.1|Mm108|chr5"	0.00	0.00
"CCDS30420.1|Mm108|chrX"	0.00	0.00
"CCDS18618.1|Mm108|chr4"	0.00	0.00
"CCDS27879.1|Mm108|chr15"	0.00	0.00
"CCDS20655.1|Mm108|chr6"	6.00	1.00
"CCDS30040.1|Mm108|chrX"	0.00	0.00
"CCDS16070.1|Mm108|chr2"	0.00	0.00
"CCDS20571.1|Mm108|chr6"	0.00	0.00
"CCDS51917.1|Mm108|chr6"	0.00	0.00
"CCDS29600.1|Mm108|chr19"	0.00	0.00
"CCDS19758.1|Mm108|chr5"	0.00	0.00
"CCDS28330.1|Mm108|chr16"	0.00	0.00
"CCDS51005.1|Mm108|chr3"	0.00	0.00
"CCDS79983.1|Mm108|chr3"	0.00	0.00
"CCDS30429.1|Mm108|chrX"	0.00	0.00
"CCDS22316.1|Mm108|chr8"	0.00	0.00
"CCDS23109.1|Mm108|chr9"	0.00	0.00
"CCDS26749.1|Mm108|chr13"	0.00	0.00
"CCDS26750.1|Mm108|chr13"	0.00	0.00
"CCDS29409.1|Mm108|chr19"	0.00	0.00
"CCDS29270.1|Mm108|chr18"	0.00	0.00
"CCDS25658.2|Mm108|chr11"	0.00	0.00
"CCDS28546.1|Mm108|chr17"	0.00	0.00
"CCDS21823.1|Mm108|chr7"	0.00	0.00
"CCDS17317.1|Mm108|chr3"	0.00	0.00
"CCDS71236.1|Mm108|chr3"	0.00	0.00
"CCDS52735.1|Mm108|chr9"	0.00	0.00
"CCDS40078.1|Mm108|chr7"	0.00	0.00
"CCDS16950.1|Mm108|chr2"	0.00	0.00
"CCDS29570.1|Mm108|chr19"	0.00	0.00
"CCDS24438.1|Mm108|chr11"	0.00	0.00
"CCDS20133.1|Mm108|chr6"	0.00	0.00
"CCDS49949.1|Mm108|chr17"	0.00	0.00
"CCDS49950.1|Mm108|chr17"	0.00	0.00
"CCDS29735.1|Mm108|chr19"	0.00	0.00
"CCDS18087.1|Mm108|chr4"	0.00	0.00
"CCDS52166.1|Mm108|chr7"	0.00	0.00
"CCDS21061.1|Mm108|chr7"	0.00	0.00
"CCDS17429.1|Mm108|chr3"	0.00	0.00
"CCDS27752.1|Mm108|chr15"	0.00	0.00
"CCDS17964.1|Mm108|chr4"	0.00	0.00
"CCDS20503.1|Mm108|chr6"	0.00	0.00
"CCDS38865.1|Mm108|chr4"	0.00	0.00
"CCDS20976.1|Mm108|chr7"	0.00	0.00
"CCDS41158.1|Mm108|chrX"	0.00	0.00
"CCDS48487.1|Mm108|chr1"	0.00	0.00
"CCDS48245.1|Mm108|chr1"	0.00	0.00
"CCDS53116.1|Mm108|chrX"	0.00	0.00
"CCDS90414.1|Mm108|chr8"	0.00	0.00
"CCDS27049.1|Mm108|chr14"	0.00	0.00
"CCDS57663.1|Mm108|chr9"	0.00	0.00
"CCDS57255.1|Mm108|chr3"	0.00	0.00
"CCDS35809.1|Mm108|chr1"	0.00	0.00
"CCDS20809.1|Mm108|chr7"	0.00	0.00
"CCDS48692.1|Mm108|chr10"	0.00	0.00
"CCDS24906.1|Mm108|chr11"	0.00	0.00
"CCDS48828.1|Mm108|chr11"	0.00	0.00
"CCDS28785.1|Mm108|chr17"	0.00	0.00
"CCDS36948.1|Mm108|chr14"	0.00	0.00
"CCDS48330.1|Mm108|chr1"	0.00	0.00
"CCDS38891.1|Mm108|chr4"	0.00	0.00
"CCDS51744.1|Mm108|chr6"	0.00	0.00
"CCDS50009.1|Mm108|chr17"	0.00	0.00
"CCDS50010.1|Mm108|chr17"	0.00	0.00
"CCDS53028.1|Mm108|chrX"	0.00	0.00
"CCDS15109.1|Mm108|chr1"	0.00	0.00
"CCDS35636.1|Mm108|chr1"	0.00	0.00
"CCDS50329.1|Mm108|chr18"	0.00	0.00
"CCDS87900.1|Mm108|chr1"	0.00	0.00
"CCDS37480.1|Mm108|chr17"	0.00	0.00
"CCDS37671.1|Mm108|chr17"	0.00	0.00
"CCDS56620.1|Mm108|chr1"	0.00	0.00
"CCDS52067.1|Mm108|chr7"	0.00	0.00
"CCDS52566.1|Mm108|chr8"	0.00	0.00
"CCDS52068.1|Mm108|chr7"	0.00	0.00
"CCDS52070.1|Mm108|chr7"	0.00	0.00
"CCDS41072.1|Mm108|chrX"	0.00	0.00
"CCDS38151.1|Mm108|chr2"	0.00	0.00
"CCDS52289.1|Mm108|chr7"	0.00	0.00
"CCDS79830.1|Mm108|chr2"	0.00	0.00
"CCDS52290.1|Mm108|chr7"	0.00	0.00
"CCDS50535.1|Mm108|chr2"	0.00	0.00
"CCDS52122.1|Mm108|chr7"	0.00	0.00
"CCDS38815.1|Mm108|chr4"	0.00	0.00
"CCDS38773.1|Mm108|chr4"	0.00	0.00
"CCDS36142.1|Mm108|chr11"	0.00	0.00
"CCDS52295.1|Mm108|chr7"	0.00	0.00
"CCDS22250.1|Mm108|chr8"	0.00	0.00
"CCDS28539.1|Mm108|chr17"	0.00	0.00
"CCDS52303.1|Mm108|chr7"	0.00	0.00
"CCDS52097.1|Mm108|chr7"	0.00	0.00
"CCDS52095.1|Mm108|chr7"	0.00	0.00
"CCDS57271.1|Mm108|chr4"	0.00	0.00
"CCDS50347.1|Mm108|chr19"	0.00	0.00
"CCDS49928.1|Mm108|chr17"	0.00	0.00
"CCDS78934.1|Mm108|chr11"	0.00	0.00
"CCDS53058.1|Mm108|chrX"	0.00	0.00
"CCDS38553.1|Mm108|chr3"	0.00	0.00
"CCDS49248.1|Mm108|chr13"	0.00	0.00
"CCDS88445.1|Mm108|chr13"	0.00	0.00
"CCDS52130.1|Mm108|chr7"	0.00	0.00
"CCDS52546.1|Mm108|chr8"	0.00	0.00
"CCDS39388.1|Mm108|chr5"	0.00	0.00
"CCDS52135.1|Mm108|chr7"	0.00	0.00
"CCDS40942.1|Mm108|chrX"	0.00	0.00
"CCDS57355.1|Mm108|chr5"	0.00	0.00
"CCDS21456.1|Mm108|chr7"	0.00	0.00
"CCDS26222.1|Mm108|chr13"	0.00	0.00
"CCDS18097.1|Mm108|chr4"	0.00	0.00
"CCDS36783.1|Mm108|chr13"	0.00	0.00
"CCDS38443.1|Mm108|chr3"	0.00	0.00
"CCDS30436.1|Mm108|chrX"	0.00	0.00
"CCDS39339.1|Mm108|chr5"	0.00	0.00
"CCDS80444.1|Mm108|chr5"	0.00	0.00
"CCDS50364.1|Mm108|chr19"	0.00	0.00
"CCDS88043.1|Mm108|chr10"	0.00	0.00
"CCDS57107.1|Mm108|chr17"	0.00	0.00
"CCDS18512.1|Mm108|chr4"	0.00	0.00
"CCDS52604.1|Mm108|chr8"	0.00	0.00
"CCDS80900.1|Mm108|chr8"	0.00	0.00
"CCDS85003.1|Mm108|chr5"	0.00	0.00
"CCDS90019.1|Mm108|chr5"	0.00	0.00
"CCDS49900.1|Mm108|chr16"	0.00	0.00
"CCDS30354.1|Mm108|chrX"	0.00	0.00
"CCDS49073.1|Mm108|chr12"	0.00	0.00
"CCDS48450.1|Mm108|chr1"	0.00	0.00
"CCDS52147.1|Mm108|chr7"	0.00	0.00
"CCDS52894.1|Mm108|chr9"	0.00	0.00
"CCDS52895.1|Mm108|chr9"	0.00	0.00
"CCDS85001.1|Mm108|chr5"	0.00	0.00
"CCDS51316.1|Mm108|chr4"	0.00	0.00
"CCDS51208.1|Mm108|chr4"	0.00	0.00
"CCDS37878.1|Mm108|chr18"	0.00	0.00
"CCDS57691.1|Mm108|chr9"	0.00	0.00
"CCDS17970.1|Mm108|chr4"	0.00	0.00
"CCDS57262.1|Mm108|chr4"	0.00	0.00
"CCDS48318.1|Mm108|chr1"	0.00	0.00
"CCDS14895.1|Mm108|chr1"	0.00	0.00
"CCDS48736.1|Mm108|chr10"	0.00	0.00
"CCDS16594.2|Mm108|chr2"	0.00	0.00
"CCDS51413.1|Mm108|chr5"	0.00	0.00
"CCDS59772.1|Mm108|chrX"	0.00	0.00
"CCDS40556.1|Mm108|chr9"	0.00	0.00
"CCDS51497.1|Mm108|chr5"	0.00	0.00
"CCDS51417.1|Mm108|chr5"	0.00	0.00
"CCDS59727.1|Mm108|chr7"	0.00	0.00
"CCDS51997.1|Mm108|chr7"	0.00	0.00
"CCDS50078.1|Mm108|chr17"	0.00	0.00
"CCDS48616.1|Mm108|chr10"	0.00	0.00
"CCDS48617.1|Mm108|chr10"	0.00	0.00
"CCDS52622.1|Mm108|chr8"	0.00	0.00
"CCDS36164.1|Mm108|chr11"	0.00	0.00
"CCDS17389.1|Mm108|chr3"	0.00	0.00
"CCDS69952.1|Mm108|chr1"	0.00	0.00
"CCDS59774.1|Mm108|chrX"	0.00	0.00
"CCDS48618.1|Mm108|chr10"	0.00	0.00
"CCDS36093.1|Mm108|chr10"	0.00	0.00
"CCDS49088.1|Mm108|chr12"	0.00	0.00
"CCDS48737.1|Mm108|chr10"	0.00	0.00
"CCDS48738.1|Mm108|chr10"	0.00	0.00
"CCDS24007.1|Mm108|chr10"	0.00	0.00
"CCDS35973.1|Mm108|chr10"	0.00	0.00
"CCDS38049.1|Mm108|chr2"	0.00	0.00
"CCDS51998.1|Mm108|chr7"	0.00	0.00
"CCDS56910.1|Mm108|chr13"	0.00	0.00
"CCDS51615.1|Mm108|chr5"	0.00	0.00
"CCDS51616.1|Mm108|chr5"	0.00	0.00
"CCDS40849.1|Mm108|chrX"	0.00	0.00
"CCDS85368.1|Mm108|chr7"	0.00	0.00
"CCDS52006.1|Mm108|chr7"	0.00	0.00
"CCDS49637.1|Mm108|chr15"	0.00	0.00
"CCDS39765.1|Mm108|chr7"	0.00	0.00
"CCDS38928.1|Mm108|chr4"	0.00	0.00
"CCDS57781.1|Mm108|chrX"	0.00	0.00
"CCDS57782.1|Mm108|chrX"	0.00	0.00
"CCDS39692.1|Mm108|chr6"	0.00	0.00
"CCDS48475.1|Mm108|chr1"	0.00	0.00
"CCDS36614.1|Mm108|chr13"	0.00	0.00
"CCDS57537.1|Mm108|chr7"	0.00	0.00
"CCDS51372.1|Mm108|chr4"	0.00	0.00
"CCDS39992.1|Mm108|chr7"	0.00	0.00
"CCDS80351.1|Mm108|chr5"	0.00	0.00
"CCDS51794.1|Mm108|chr6"	0.00	0.00
"CCDS52498.1|Mm108|chr8"	0.00	0.00
"CCDS51581.1|Mm108|chr5"	0.00	0.00
"CCDS56979.1|Mm108|chr15"	0.00	0.00
"CCDS49661.1|Mm108|chr15"	0.00	0.00
"CCDS52511.1|Mm108|chr8"	0.00	0.00
"CCDS40278.1|Mm108|chr8"	0.00	0.00
"CCDS57202.1|Mm108|chr2"	0.00	0.00
"CCDS51798.1|Mm108|chr6"	0.00	0.00
"CCDS50823.1|Mm108|chr2"	0.00	0.00
"CCDS39933.1|Mm108|chr7"	0.00	0.00
"CCDS50834.1|Mm108|chr2"	0.00	0.00
"CCDS50835.1|Mm108|chr2"	0.00	0.00
"CCDS24431.1|Mm108|chr11"	0.00	0.00
"CCDS49966.1|Mm108|chr17"	0.00	0.00
"CCDS38951.1|Mm108|chr4"	0.00	0.00
"CCDS80702.1|Mm108|chr7"	0.00	0.00
"CCDS38952.1|Mm108|chr4"	0.00	0.00
"CCDS51364.1|Mm108|chr4"	0.00	0.00
"CCDS39445.1|Mm108|chr6"	0.00	0.00
"CCDS53095.1|Mm108|chrX"	0.00	0.00
"CCDS38955.1|Mm108|chr4"	0.00	0.00
"CCDS49970.1|Mm108|chr17"	0.00	0.00
"CCDS49972.1|Mm108|chr17"	0.00	0.00
"CCDS26049.1|Mm108|chr12"	0.00	0.00
"CCDS52419.1|Mm108|chr7"	0.00	0.00
"CCDS52976.1|Mm108|chrX"	0.00	0.00
"CCDS59703.1|Mm108|chr7"	0.00	0.00
"CCDS49975.1|Mm108|chr17"	0.00	0.00
"CCDS53080.1|Mm108|chrX"	0.00	0.00
"CCDS51594.1|Mm108|chr5"	0.00	0.00
"CCDS78890.1|Mm108|chr10"	0.00	0.00
"CCDS49977.1|Mm108|chr17"	0.00	0.00
"CCDS51598.1|Mm108|chr5"	0.00	0.00
"CCDS49978.1|Mm108|chr17"	0.00	0.00
"CCDS56848.1|Mm108|chr12"	0.00	0.00
"CCDS50112.1|Mm108|chr17"	0.00	0.00
"CCDS89098.1|Mm108|chr17"	0.00	0.00
"CCDS49980.1|Mm108|chr17"	0.00	0.00
"CCDS49982.2|Mm108|chr17"	0.00	0.00
"CCDS49986.1|Mm108|chr17"	0.00	0.00
"CCDS49987.1|Mm108|chr17"	0.00	0.00
"CCDS51989.1|Mm108|chr7"	0.00	0.00
"CCDS56629.1|Mm108|chr1"	0.00	0.00
"CCDS88382.1|Mm108|chr12"	0.00	0.00
"CCDS40994.1|Mm108|chrX"	0.00	0.00
"CCDS36214.1|Mm108|chr11"	0.00	0.00
"CCDS50003.1|Mm108|chr17"	0.00	0.00
"CCDS89378.1|Mm108|chr19"	0.00	0.00
"CCDS50831.1|Mm108|chr2"	0.00	0.00
"CCDS57224.1|Mm108|chr3"	0.00	0.00
"CCDS52212.1|Mm108|chr7"	0.00	0.00
"CCDS52214.1|Mm108|chr7"	0.00	0.00
"CCDS85785.1|Mm108|chrX"	0.00	0.00
"CCDS41027.1|Mm108|chrX"	0.00	0.00
"CCDS52009.1|Mm108|chr7"	0.00	0.00
"CCDS57522.1|Mm108|chr7"	0.00	0.00
"CCDS49512.1|Mm108|chr14"	0.00	0.00
"CCDS57584.1|Mm108|chr7"	0.00	0.00
"CCDS25184.1|Mm108|chr11"	0.00	0.00
"CCDS56747.1|Mm108|chr10"	0.00	0.00
